Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R015124,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,11/01/22-10/31/23
R015150,"Hogan, Patrick John",Cornerstone Government Affairs,Sysco Corporation,11/01/22-10/31/23
R015122,"Hogan, Patrick John",Cornerstone Government Affairs,Manufacturers' Alliance of Maryland (MAM),11/01/22-10/31/23
R015109,"Hogan, Patrick John",Cornerstone Government Affairs,PharmaCann Inc. (ForwardGro Inc.),11/01/22-10/31/23
R014781,"Hogan, Patrick John",Cornerstone Government Affairs,Baltimore Orioles,11/01/22-10/31/23
R015135,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland National Capital Park and Planning Commission,11/01/22-10/31/23
R014803,"Hogan, Patrick John",Cornerstone Government Affairs,Biotechnology Innovation Organization,11/01/22-10/31/23
R015146,"Hogan, Patrick John",Cornerstone Government Affairs,"Prince George's County, Maryland",11/01/22-10/31/23
R014728,"Hogan, Patrick John",Cornerstone Government Affairs,American Petroleum Institute,11/01/22-10/31/23
R001236,"Hogan, Patrick John",Cornerstone Government Affairs,Johnson & Johnson,11/01/19-10/31/20
R019718,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Center for History & Culture,11/01/23-12/31/23
R019701,"Hogan, Patrick N.",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,11/01/23-12/28/23
R019696,"Hogan, Patrick N.",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,11/01/23-10/31/24
R019714,"Hogan, Patrick N.",Cornerstone Government Affairs,University of Maryland Medical System,11/01/23-10/31/24
R019706,"Hogan, Patrick N.",Cornerstone Government Affairs,Palo Alto Networks,11/01/23-10/31/24
R020603,"Hogan, Patrick N.",Cornerstone Government Affairs,"Amgen, Inc.",01/08/24-10/31/24
R019695,"Hogan, Patrick N.",Cornerstone Government Affairs,Equinor Wind US,11/01/23-10/31/24
R019712,"Hogan, Patrick N.",Cornerstone Government Affairs,Susan G. Komen,11/01/23-10/31/24
R020763,"Hogan, Patrick N.",Cornerstone Government Affairs,"Center for Hope, Inc.",01/15/24-10/31/24
R019697,"Hogan, Patrick N.",Cornerstone Government Affairs,Johns Hopkins,11/01/23-10/31/24
R019694,"Hogan, Patrick N.",Cornerstone Government Affairs,Equifax Inc.,11/01/23-10/31/24
R022127,"Hogan, Patrick N.",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/24-10/31/25
R022125,"Hogan, Patrick N.",Cornerstone Government Affairs,"Amgen, Inc.",11/01/24-10/31/25
R022188,"Hogan, Patrick N.",Cornerstone Government Affairs,Nutanix,11/01/24-10/31/25
R022186,"Hogan, Patrick N.",Cornerstone Government Affairs,Maryland Hospital Association,11/01/24-10/31/25
R003324,"Hogan, Patrick John",Cornerstone Government Affairs,Cubic Transportation Systems Inc.,01/20/20-04/30/20
R003395,"Hogan, Patrick John",Cornerstone Government Affairs,Internet Association,01/23/20-10/31/20
R003630,"Hogan, Patrick John",Cornerstone Government Affairs,"GenOn Mid-Atlantic, Inc.",02/17/20-05/31/20
R007563,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Auto Insurance,03/02/21-10/31/21
R007838,"Hogan, Patrick John",Cornerstone Government Affairs,"Kathe P Hospitality, Inc",06/14/21-10/31/21
R005896,"Hogan, Patrick John",Cornerstone Government Affairs,Capital One,11/01/20-10/31/21
R005904,"Hogan, Patrick John",Cornerstone Government Affairs,"ForwardGro, Inc.",11/01/20-10/31/21
R005907,"Hogan, Patrick John",Cornerstone Government Affairs,Hunt Companies,11/01/20-10/31/21
R005915,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Troopers Association,11/01/20-10/31/21
R001113,"Hogan, Patrick John",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/19-10/31/20
R001140,"Hogan, Patrick John",Cornerstone Government Affairs,"Clark Construction Group, LLC",11/01/19-10/31/20
R001281,"Hogan, Patrick John",Cornerstone Government Affairs,Patriot Point LLC,11/01/19-10/31/20
R001368,"Hogan, Patrick John",Cornerstone Government Affairs,ZERO - The End of Prostate Cancer,11/01/19-05/14/20
R010188,"Hogan, Patrick John",Cornerstone Government Affairs,Alliance of Health Care Sharing Ministries,11/01/21-06/29/22
R010120,"Hogan, Patrick John",Cornerstone Government Affairs,Owner-Operator Independent Drivers Association,11/01/21-10/31/22
R010204,"Hogan, Patrick John",Cornerstone Government Affairs,"Software AG Government Solutions, Inc.",11/01/21-10/31/22
R011765,"Hogan, Patrick John",Cornerstone Government Affairs,University of Maryland Medical System,02/23/22-10/31/22
R010251,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Troopers Association,11/01/21-10/31/22
R010199,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Hospital Association,11/01/21-10/31/22
R010100,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Farm Bureau,11/01/21-10/31/22
R011383,"Hogan, Patrick John",Cornerstone Government Affairs,"Washington Center, The",01/11/22-10/31/22
R010181,"Hogan, Patrick John",Cornerstone Government Affairs,Domtar Corporation,11/01/21-10/31/22
R010254,"Hogan, Patrick John",Cornerstone Government Affairs,"ForwardGro, Inc.",11/01/21-10/31/22
R010127,"Hogan, Patrick John",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/21-10/31/22
R005943,"Hogan, Patrick John",Cornerstone Government Affairs,"UMUC Ventures, Inc.",11/01/20-10/31/21
R016577,"Hogan, Patrick John",Cornerstone Government Affairs,"Wonderful Company, The",03/13/23-05/31/23
R016937,"Hogan, Patrick John",Cornerstone Government Affairs,Heritage Memorial Cemetery,08/21/23-10/31/23
R017060,"Hogan, Patrick John",Cornerstone Government Affairs,Alorica,09/05/23-10/31/23
R015118,"Hogan, Patrick John",Cornerstone Government Affairs,"Kathe P Hospitality, Inc",11/01/22-10/31/23
R014808,"Hogan, Patrick John",Cornerstone Government Affairs,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/22-10/31/23
R014799,"Hogan, Patrick John",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/22-10/31/23
R017762,"Hogan, Patrick John",Cornerstone Government Affairs,"Lincoln Technical Institute, Inc.",10/19/23-10/31/23
R015128,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Farm Bureau,11/01/22-10/31/23
R014889,"Hogan, Patrick John",Cornerstone Government Affairs,Domtar Corporation,11/01/22-10/31/23
R015142,"Hogan, Patrick John",Cornerstone Government Affairs,Nutanix,11/01/22-10/31/23
R015131,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Hospital Association,11/01/22-10/31/23
R015151,"Hogan, Patrick John",Cornerstone Government Affairs,"Washington Center, The",11/01/22-10/31/23
R015120,"Hogan, Patrick John",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,11/01/22-10/31/23
R014887,"Hogan, Patrick John",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/22-10/31/23
R019717,"Hogan, Patrick John",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,11/01/23-12/28/23
R019716,"Hogan, Patrick John",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/23-12/31/23
R019709,"Hogan, Patrick N.",Cornerstone Government Affairs,"Software AG Government Solutions, Inc.",11/01/23-05/31/24
R021072,"Hogan, Patrick N.",Cornerstone Government Affairs,National Board for Professional Teaching Standards,05/28/24-10/31/24
R019691,"Hogan, Patrick N.",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/23-10/31/24
R019700,"Hogan, Patrick N.",Cornerstone Government Affairs,"Lincoln Technical Institute, Inc.",11/01/23-10/31/24
R019692,"Hogan, Patrick N.",Cornerstone Government Affairs,City of Bowie,11/01/23-10/31/24
R022447,"Hogan, Patrick N.",Cornerstone Government Affairs,"Brandywine IL-AL Investors, LLC",10/22/24-10/31/24
R020118,"Hogan, Patrick N.",Cornerstone Government Affairs,"Deloitte Consulting, LLP",12/01/23-10/31/24
R022158,"Hogan, Patrick N.",Cornerstone Government Affairs,"Lincoln Technical Institute, Inc.",11/01/24-10/31/25
R022212,"Hogan, Patrick N.",Cornerstone Government Affairs,"Washington Center, The",11/01/24-10/31/25
R022135,"Hogan, Patrick N.",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,11/01/24-10/31/25
R022132,"Hogan, Patrick N.",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/24-10/31/25
R022126,"Hogan, Patrick N.",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/24-10/31/25
R022209,"Hogan, Patrick N.",Cornerstone Government Affairs,Susan G. Komen,11/01/24-10/31/25
R023862,"Hogan, Patrick N.",Cornerstone Government Affairs,Kennedy Krieger Institute,11/01/24-01/05/25
R022211,"Hogan, Patrick N.",Cornerstone Government Affairs,Teach Coalition,11/01/24-10/31/25
R014108,"Hohenwarter, John ","Novartis Services, Inc.","Novartis Services, Inc.",11/01/22-10/31/23
R009620,"Hohenwarter, John ","Novartis Services, Inc.","Novartis Services, Inc.",11/01/21-10/31/22
R023829,"Hohenwarter, John ","Novartis Services, Inc.","Novartis Services, Inc.",11/01/24-10/31/25
R018614,"Hohenwarter, John ","Novartis Services, Inc.","Novartis Services, Inc.",11/01/23-10/31/24
R005676,"Hohenwarter, John ","Novartis Services, Inc.","Novartis Services, Inc.",11/01/20-10/31/21
R021113,"Hoinacki, Daniel ",Saluda Grade,Saluda Grade,02/13/24-10/31/24
R022044,"Hoinacki, Daniel ",Saluda Grade Asset Management LLC,Saluda Grade Asset Management LLC,11/01/24-10/31/25
R011914,"Holihan, Sean ",Giffords,Giffords,04/14/22-10/14/22
R000032,"Holness, Toni E.",ACLU of Maryland,ACLU of Maryland,11/01/19-08/03/20
R024259,"Holt, Sarian ",National Aquarium,National Aquarium,11/01/24-10/31/25
R015765,"Hoopes, Catherine Jane",Maryland Association of Boards of Education,Maryland Association of Boards of Education,12/19/22-04/21/23
R024607,"Horowitz, Tzipporah Shayna",Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,12/01/24-10/31/25
R018447,"Horrell, Chad ","DoorDash, Inc.","DoorDash, Inc.",11/01/23-10/31/24
R011465,"Horrell, Chad ","DoorDash, Inc.","DoorDash, Inc.",01/24/22-10/31/22
R013843,"Horrell, Chad ","DoorDash, Inc.","DoorDash, Inc.",11/01/22-10/31/23
R022984,"Horrell, Chad ","DoorDash, Inc.","DoorDash, Inc.",11/01/24-10/31/25
R021419,"Horris, James ","Chesapeake Growth Advisors, LLC","Chesapeake Growth Advisors, LLC",04/24/24-10/31/24
R022052,"Horris, James ","Chesapeake Growth Advisors, LLC","Chesapeake Growth Advisors, LLC",11/01/24-10/31/25
R020106,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,11/30/23-10/31/24
R015542,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,11/29/22-10/31/23
R006476,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,11/01/20-10/31/21
R003158,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,01/01/20-10/31/20
R008984,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,11/01/21-10/31/22
R024307,"Horton, Aliyah N",Maryland Pharmacists Association,Maryland Pharmacists Association,11/01/24-10/31/25
R018016,"Hough, Tyler Michael",Maryland Farm Bureau,Maryland Farm Bureau,11/01/23-10/31/24
R024536,"Hough, Tyler Michael",Maryland Farm Bureau,Maryland Farm Bureau,11/18/24-10/31/25
R000135,"Houser, Michael ","Fidelity Brokerage Services, LLC","Fidelity Brokerage Services, LLC",11/01/19-12/31/19
R002548,"Hovermale, Emily ",Humane Society of the United States ,Humane Society of the United States,11/13/19-03/06/20
R024885,"Hovermale, Emily ",Baltimore Regional Housing Partnership,Baltimore Regional Housing Partnership,11/25/24-10/31/25
R002709,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,11/01/19-10/31/20
R007055,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,01/04/21-10/31/21
R025531,"Howard, Alexander Joseph",Washington Gas,Washington Gas,01/23/25-10/31/25
R025638,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,02/04/25-10/31/25
R008128,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,11/01/21-10/31/22
R016087,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,01/18/23-10/31/23
R020097,"Howard, Katherine K.","Regional Management, Inc.",Regional Management Inc,11/30/23-10/31/24
R016545,"Howe, Josh ","Compass Government Relations Partners, LLC","JJF Management Services, Inc.",03/02/23-08/19/23
R006499,"Howe, Josh ","Compass Government Relations Partners, LLC",National Alliance for the Mentally Ill Maryland (NAMI MD),11/09/20-10/31/21
R010578,"Howe, Josh ","Compass Government Relations Partners, LLC",Maryland Veterinary Medical Association,11/01/21-10/31/22
R014712,"Howe, Josh ","Compass Government Relations Partners, LLC",National Alliance for the Mentally Ill Maryland (NAMI MD),11/01/22-08/19/23
R014900,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland Association for Justice, LLC.",11/01/22-08/19/23
R014382,"Howe, Josh ","Compass Government Relations Partners, LLC",American Massage Therapy Association - MD Chapter,11/01/22-08/19/23
R010580,"Howe, Josh ","Compass Government Relations Partners, LLC",National Alliance for the Mentally Ill Maryland (NAMI MD),11/01/21-10/31/22
R010710,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland State Perfusion Society, Inc.",11/08/21-10/31/22
R015746,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland State Perfusion Society, Inc.",12/15/22-08/19/23
R004107,"Howe, Josh ","Compass Government Relations Partners, LLC",National Alliance for the Mentally Ill Maryland (NAMI MD),09/01/20-10/31/20
R004239,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland State Perfusion Society, Inc.",10/09/20-10/31/20
R011922,"Howe, Josh ","Compass Government Relations Partners, LLC",Bamboo Health,04/18/22-10/31/22
R002303,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/01/19-10/31/20
R006500,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland State Perfusion Society, Inc.",11/09/20-10/31/21
R006501,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/09/20-10/31/21
R010567,"Howe, Josh ","Compass Government Relations Partners, LLC","Maryland Association for Justice, LLC.",11/01/21-10/31/22
R016565,"Howe, Josh ","Compass Government Relations Partners, LLC","NexAmp, Inc.",03/06/23-08/19/23
R003223,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),01/08/20-10/31/20
R011147,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),01/01/22-10/31/22
R024704,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),12/01/24-10/31/25
R006751,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),12/01/20-10/31/21
R018596,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),11/01/23-10/31/24
R014350,"Howell, Laura ",MD Association of Community Services,Maryland Association of Community Services (MACS),11/01/22-10/31/23
R013123,"Huber, Michael ",Johns Hopkins,Johns Hopkins,11/01/22-10/31/23
R017691,"Huber, Michael ",Johns Hopkins,Johns Hopkins,11/01/23-10/31/24
R022008,"Huber, Michael ",Johns Hopkins,Johns Hopkins,11/01/24-10/31/25
R004145,"Hughes, Sean  ",Coach USA Inc. ,Coach USA Inc,09/28/20-10/31/20
R003329,"Hurley, Terry ",Abate of Md.inc.,"Abate of Maryland, Inc.",01/16/20-10/31/20
R004322,"Hurley, Terry ",Abate of Md.inc.,"Abate of Maryland, Inc.",11/01/20-04/01/21
R006889,"Hutchins, Jay ",Planned Parenthood of Maryland,Planned Parenthood of Maryland,12/11/20-10/31/21
R009993,"Hutchins, Diane ",The Maryland Zoo in Baltimore,"Maryland Zoo in Baltimore, The",11/01/21-10/31/22
R014878,"Hutchins, Diane ",The Maryland Zoo in Baltimore,"Maryland Zoo in Baltimore, The",11/01/22-10/20/23
R002446,"Hutchins, Diane ",The Maryland Zoo in Baltimore,"Maryland Zoo in Baltimore, The",11/07/19-10/31/20
R002305,"Hutchins, Jay ",Planned Parenthood of Maryland,Planned Parenthood of Maryland,11/01/19-10/31/20
R006328,"Hutchins, Diane ",The Maryland Zoo in Baltimore,"Maryland Zoo in Baltimore, The",11/01/20-10/31/21
R008244,"Hyatt, Steven D","Hyatt & Weber, P.A.",Marylander's for Cannabis Business Equality,11/01/21-10/31/22
R006720,"Hyatt, Steven D","Hyatt & Weber, P.A.",Chaney Enterprises Limited Partnership,12/17/20-10/31/21
R007675,"Hyatt, Steven D","Hyatt & Weber, P.A.",Marylander's for Cannabis Business Equality,03/25/21-10/31/21
R008185,"Hyatt, Steven D","Hyatt & Weber, P.A.",Chaney Enterprises Limited Partnership,11/01/21-10/31/22
R015366,"Hyatt, Steven D","Hyatt & Weber, P.A.",Marylander's for Cannabis Business Equality,11/01/22-10/31/23
R025362,"Hyde, Jordan ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",01/20/25-10/31/25
R016861,"Iden, Brandt ","FBG Enterprises Opco, LLC","FBG Enterprises Opco, LLC",08/14/23-10/31/23
R023797,"Iden, Brandt ","FBG Enterprises Opco, LLC","FBG Enterprises Opco, LLC",11/01/24-10/31/25
R018168,"Iden, Brandt ","FBG Enterprises Opco, LLC","FBG Enterprises Opco, LLC",11/01/23-10/31/24
R016575,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Wonderful Company, The",03/13/23-05/31/23
R014645,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"NRG Energy, Inc.",11/01/22-05/31/23
R014648,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Owner-Operator Independent Drivers Association,11/01/22-10/31/23
R014468,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Farm Bureau,11/01/22-10/31/23
R014654,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,St. Mary's College of Maryland Foundation,11/01/22-10/31/23
R014381,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Domtar Corporation,11/01/22-10/31/23
R017054,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Alorica,09/05/23-10/31/23
R014470,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/22-10/31/23
R014479,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Capital Park and Planning Commission,11/01/22-10/31/23
R014337,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Biotechnology Innovation Organization,11/01/22-10/31/23
R014649,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Palo Alto Networks,11/01/22-10/31/23
R014650,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Patriot Point LLC,11/01/22-10/31/23
R019649,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,11/01/23-12/28/23
R019650,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Auto Insurance,11/01/23-12/31/23
R021299,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Mayor and City of Baltimore, The",03/06/24-04/30/24
R019572,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Leaselock, LLC",11/01/23-04/10/24
R019652,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Center for History & Culture,11/01/23-10/31/24
R019666,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Prince George's County, Maryland",11/01/23-10/31/24
R020601,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Amgen, Inc.",01/08/24-10/31/24
R019546,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/23-10/31/24
R019768,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Susan G. Komen,11/01/23-10/31/24
R019551,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Capital One,11/01/23-10/31/24
R022256,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"ALS Association, The",11/01/24-10/31/25
R022547,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,TechNet,11/01/24-10/31/25
R022273,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Clark Construction Group, LLC",11/01/24-10/31/25
R022301,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Hospital Association,11/01/24-10/31/25
R022267,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Center for Urban Families,11/01/24-10/31/25
R022281,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equinor Wind US,11/01/24-10/31/25
R022279,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equifax Inc.,11/01/24-10/31/25
R022304,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Troopers Association,11/01/24-10/31/25
R022272,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,City of Bowie,11/01/24-10/31/25
R022473,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Susan G. Komen,11/01/24-10/31/25
R022292,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,11/01/24-10/31/25
R022294,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Johnson & Johnson Services, Inc.",11/01/24-10/31/25
R022469,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Service Coordination Inc.,11/01/24-10/31/25
R022556,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,University of Maryland Medical System,11/01/24-10/31/25
R022262,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Biotechnology Innovation Organization,11/01/24-01/01/25
R025651,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Simon Wiesenthal Center, Inc.",02/05/25-10/31/25
R016453,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"SJP Southern Maryland, LLC",02/22/23-10/31/23
R014380,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/22-10/31/23
R014460,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,11/01/22-10/31/23
R014373,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,CropLife America,11/01/22-10/31/23
R014400,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,PharmaCann Inc. (ForwardGro Inc.),11/01/22-10/31/23
R016631,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Leaselock, LLC",03/23/23-10/31/23
R015709,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Air-Conditioning, Heating, and Refrigeration Institute",12/13/22-07/01/23
R014651,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Prince George's County, Maryland",11/01/22-10/31/23
R014655,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Susan G. Komen,11/01/22-10/31/23
R014317,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"ALS Association, The",11/01/22-10/31/23
R020577,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,iDevelopment and Economic Association,01/04/24-06/14/24
R019559,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,CropLife America,11/01/23-08/31/24
R019540,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Alorica,11/01/23-09/15/24
R019651,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",11/01/23-10/31/24
R019549,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Biotechnology Innovation Organization,11/01/23-10/31/24
R020573,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Comcast Cable Communications LLC,01/04/24-10/31/24
R019770,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Washington Center, The",11/01/23-10/31/24
R019571,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Johns Hopkins,11/01/23-10/31/24
R019568,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equinor Wind US,11/01/23-10/31/24
R020574,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,TechNet,01/04/24-10/31/24
R019583,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Lincoln Technical Institute, Inc.",11/01/23-10/31/24
R021659,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,SHI International Corp.,09/09/24-10/31/24
R019655,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Troopers Association,11/01/23-10/31/24
R019578,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/23-10/31/24
R019561,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/23-10/31/24
R019663,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Palo Alto Networks,11/01/23-10/31/24
R019564,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Elevance Health, and its Affiliates",11/01/23-10/31/24
R020600,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore Orioles,01/08/24-10/31/24
R019660,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Nutanix,11/01/23-10/31/24
R022259,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/24-10/31/25
R022260,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/24-10/31/25
R022297,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,11/01/24-10/31/25
R022296,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Lincoln Technical Institute, Inc.",11/01/24-10/31/25
R022261,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore Orioles,11/01/24-10/31/25
R022263,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Capital One,11/01/24-10/31/25
R022257,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,American Petroleum Institute,11/01/24-10/31/25
R022274,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Comcast Cable Communications LLC,11/01/24-10/31/25
R022552,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Washington Center, The",11/01/24-10/31/25
R022470,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,SHI International Corp.,11/01/24-10/31/25
R022456,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Nutanix,11/01/24-10/31/25
R024257,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Fenwick Behavioral Services,11/07/24-10/31/25
R025650,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Adobe Inc.,02/05/25-10/31/25
R012311,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equifax Inc.,09/26/22-10/31/22
R012419,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,City of Bowie,10/05/22-10/31/22
R015248,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,ZeroEyes,11/01/22-05/31/23
R017117,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Electrical Contractors Association,09/08/23-10/31/23
R014463,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Auto Insurance,11/01/22-10/31/23
R014403,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Golden Entertainment,11/01/22-06/30/23
R014413,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Horizon Therapeutics,11/01/22-10/31/23
